current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 14/30, Iter 6228/13548, lr 0.000125, train loss = 58.663, depth loss = 16.441, time = 0.847
Epoch 14/30, Iter 6278/13548, lr 0.000125, train loss = 5.168, depth loss = 1.300, time = 0.843
Epoch 14/30, Iter 6328/13548, lr 0.000125, train loss = 22.660, depth loss = 5.655, time = 0.888
Epoch 14/30, Iter 6378/13548, lr 0.000125, train loss = 2.734, depth loss = 0.631, time = 0.882
Epoch 14/30, Iter 6428/13548, lr 0.000125, train loss = 35.906, depth loss = 9.932, time = 0.899
Epoch 14/30, Iter 6478/13548, lr 0.000125, train loss = 10.032, depth loss = 2.589, time = 0.893
Epoch 14/30, Iter 6528/13548, lr 0.000125, train loss = 8.186, depth loss = 2.130, time = 0.844
Epoch 14/30, Iter 6578/13548, lr 0.000125, train loss = 24.774, depth loss = 6.563, time = 0.854
Epoch 14/30, Iter 6628/13548, lr 0.000125, train loss = 40.808, depth loss = 9.882, time = 0.795
Epoch 14/30, Iter 6678/13548, lr 0.000125, train loss = 39.450, depth loss = 10.617, time = 0.864
Epoch 14/30, Iter 6728/13548, lr 0.000125, train loss = 20.151, depth loss = 4.350, time = 0.875
Epoch 14/30, Iter 6778/13548, lr 0.000125, train loss = 15.786, depth loss = 3.678, time = 0.859
Epoch 14/30, Iter 6828/13548, lr 0.000125, train loss = 12.321, depth loss = 3.267, time = 0.871
Epoch 14/30, Iter 6878/13548, lr 0.000125, train loss = 16.398, depth loss = 3.779, time = 0.831
Epoch 14/30, Iter 6928/13548, lr 0.000125, train loss = 35.407, depth loss = 9.862, time = 0.850
Epoch 14/30, Iter 6978/13548, lr 0.000125, train loss = 5.994, depth loss = 1.475, time = 0.849
Epoch 14/30, Iter 7028/13548, lr 0.000125, train loss = 19.813, depth loss = 5.060, time = 0.881
Epoch 14/30, Iter 7078/13548, lr 0.000125, train loss = 10.780, depth loss = 2.360, time = 0.811
Epoch 14/30, Iter 7128/13548, lr 0.000125, train loss = 6.332, depth loss = 1.499, time = 0.912
Epoch 14/30, Iter 7178/13548, lr 0.000125, train loss = 12.784, depth loss = 3.396, time = 0.836
Epoch 14/30, Iter 7228/13548, lr 0.000125, train loss = 34.358, depth loss = 9.039, time = 0.876
Epoch 14/30, Iter 7278/13548, lr 0.000125, train loss = 25.708, depth loss = 6.239, time = 0.891
Epoch 14/30, Iter 7328/13548, lr 0.000125, train loss = 6.402, depth loss = 1.628, time = 0.873
Epoch 14/30, Iter 7378/13548, lr 0.000125, train loss = 8.096, depth loss = 2.084, time = 0.851
Epoch 14/30, Iter 7428/13548, lr 0.000125, train loss = 9.779, depth loss = 2.468, time = 0.884
Epoch 14/30, Iter 7478/13548, lr 0.000125, train loss = 3.952, depth loss = 0.907, time = 0.856
Epoch 14/30, Iter 7528/13548, lr 0.000125, train loss = 112.645, depth loss = 31.762, time = 0.954
Epoch 14/30, Iter 7578/13548, lr 0.000125, train loss = 21.927, depth loss = 5.736, time = 0.898
Epoch 14/30, Iter 7628/13548, lr 0.000125, train loss = 70.700, depth loss = 19.913, time = 0.890
Epoch 14/30, Iter 7678/13548, lr 0.000125, train loss = 7.649, depth loss = 1.981, time = 0.877
Epoch 14/30, Iter 7728/13548, lr 0.000125, train loss = 11.117, depth loss = 2.829, time = 0.888
Epoch 14/30, Iter 7778/13548, lr 0.000125, train loss = 8.819, depth loss = 2.242, time = 0.887
Epoch 14/30, Iter 7828/13548, lr 0.000125, train loss = 10.304, depth loss = 2.656, time = 0.829
Epoch 14/30, Iter 7878/13548, lr 0.000125, train loss = 13.668, depth loss = 3.361, time = 0.803
Epoch 14/30, Iter 7928/13548, lr 0.000125, train loss = 10.855, depth loss = 2.832, time = 0.873
Epoch 14/30, Iter 7978/13548, lr 0.000125, train loss = 5.676, depth loss = 1.398, time = 0.829
Epoch 14/30, Iter 8028/13548, lr 0.000125, train loss = 22.587, depth loss = 5.967, time = 0.879
Epoch 14/30, Iter 8078/13548, lr 0.000125, train loss = 16.855, depth loss = 4.180, time = 0.898
Epoch 14/30, Iter 8128/13548, lr 0.000125, train loss = 7.648, depth loss = 1.962, time = 0.826
Epoch 14/30, Iter 8178/13548, lr 0.000125, train loss = 21.712, depth loss = 5.788, time = 0.864
Epoch 14/30, Iter 8228/13548, lr 0.000125, train loss = 6.019, depth loss = 1.484, time = 0.827
Epoch 14/30, Iter 8278/13548, lr 0.000125, train loss = 10.544, depth loss = 2.607, time = 0.889
Epoch 14/30, Iter 8328/13548, lr 0.000125, train loss = 7.391, depth loss = 1.852, time = 0.876
Epoch 14/30, Iter 8378/13548, lr 0.000125, train loss = 2.670, depth loss = 0.609, time = 0.801
Epoch 14/30, Iter 8428/13548, lr 0.000125, train loss = 4.877, depth loss = 1.279, time = 0.871
Epoch 14/30, Iter 8478/13548, lr 0.000125, train loss = 10.196, depth loss = 2.537, time = 0.902
Epoch 14/30, Iter 8528/13548, lr 0.000125, train loss = 7.600, depth loss = 2.092, time = 0.859
Epoch 14/30, Iter 8578/13548, lr 0.000125, train loss = 10.649, depth loss = 2.854, time = 0.848
Epoch 14/30, Iter 8628/13548, lr 0.000125, train loss = 57.601, depth loss = 15.371, time = 0.853
Epoch 14/30, Iter 8678/13548, lr 0.000125, train loss = 8.458, depth loss = 2.124, time = 0.854
Epoch 14/30, Iter 8728/13548, lr 0.000125, train loss = 16.819, depth loss = 4.552, time = 0.878
Epoch 14/30, Iter 8778/13548, lr 0.000125, train loss = 7.559, depth loss = 1.921, time = 0.833
Epoch 14/30, Iter 8828/13548, lr 0.000125, train loss = 13.832, depth loss = 3.714, time = 0.872
Epoch 14/30, Iter 8878/13548, lr 0.000125, train loss = 8.282, depth loss = 2.171, time = 0.881
Epoch 14/30, Iter 8928/13548, lr 0.000125, train loss = 6.621, depth loss = 1.670, time = 0.914
Epoch 14/30, Iter 8978/13548, lr 0.000125, train loss = 3.750, depth loss = 0.929, time = 0.800
Epoch 14/30, Iter 9028/13548, lr 0.000125, train loss = 10.855, depth loss = 2.389, time = 0.881
Epoch 14/30, Iter 9078/13548, lr 0.000125, train loss = 57.601, depth loss = 16.332, time = 0.862
Epoch 14/30, Iter 9128/13548, lr 0.000125, train loss = 13.958, depth loss = 3.757, time = 0.861
Epoch 14/30, Iter 9178/13548, lr 0.000125, train loss = 30.869, depth loss = 6.986, time = 0.777
Epoch 14/30, Iter 9228/13548, lr 0.000125, train loss = 11.490, depth loss = 2.986, time = 0.838
Epoch 14/30, Iter 9278/13548, lr 0.000125, train loss = 5.458, depth loss = 1.377, time = 0.877
Epoch 14/30, Iter 9328/13548, lr 0.000125, train loss = 17.350, depth loss = 4.732, time = 0.874
Epoch 14/30, Iter 9378/13548, lr 0.000125, train loss = 10.822, depth loss = 2.899, time = 0.851
Epoch 14/30, Iter 9428/13548, lr 0.000125, train loss = 6.011, depth loss = 1.492, time = 0.854
Epoch 14/30, Iter 9478/13548, lr 0.000125, train loss = 29.160, depth loss = 7.506, time = 0.811
Epoch 14/30, Iter 9528/13548, lr 0.000125, train loss = 10.673, depth loss = 2.751, time = 0.846
Epoch 14/30, Iter 9578/13548, lr 0.000125, train loss = 9.173, depth loss = 2.405, time = 0.848
Epoch 14/30, Iter 9628/13548, lr 0.000125, train loss = 26.600, depth loss = 7.371, time = 0.889
Epoch 14/30, Iter 9678/13548, lr 0.000125, train loss = 3.496, depth loss = 0.865, time = 0.867
Epoch 14/30, Iter 9728/13548, lr 0.000125, train loss = 29.441, depth loss = 7.659, time = 0.909
Epoch 14/30, Iter 9778/13548, lr 0.000125, train loss = 13.015, depth loss = 3.160, time = 0.867
Epoch 14/30, Iter 9828/13548, lr 0.000125, train loss = 26.770, depth loss = 7.087, time = 0.852
Epoch 14/30, Iter 9878/13548, lr 0.000125, train loss = 13.808, depth loss = 3.619, time = 0.869
Epoch 14/30, Iter 9928/13548, lr 0.000125, train loss = 11.510, depth loss = 3.070, time = 0.843
Epoch 14/30, Iter 9978/13548, lr 0.000125, train loss = 9.413, depth loss = 2.312, time = 0.889
Epoch 14/30, Iter 10028/13548, lr 0.000125, train loss = 10.091, depth loss = 2.696, time = 0.849
Epoch 14/30, Iter 10078/13548, lr 0.000125, train loss = 13.973, depth loss = 3.704, time = 0.833
Epoch 14/30, Iter 10128/13548, lr 0.000125, train loss = 17.043, depth loss = 4.448, time = 0.881
Epoch 14/30, Iter 10178/13548, lr 0.000125, train loss = 11.220, depth loss = 3.018, time = 0.800
Epoch 14/30, Iter 10228/13548, lr 0.000125, train loss = 19.501, depth loss = 5.450, time = 0.844
Epoch 14/30, Iter 10278/13548, lr 0.000125, train loss = 31.181, depth loss = 8.273, time = 0.828
Epoch 14/30, Iter 10328/13548, lr 0.000125, train loss = 10.776, depth loss = 2.797, time = 0.879
Epoch 14/30, Iter 10378/13548, lr 0.000125, train loss = 23.411, depth loss = 6.338, time = 0.884
Epoch 14/30, Iter 10428/13548, lr 0.000125, train loss = 44.959, depth loss = 11.927, time = 0.884
Epoch 14/30, Iter 10478/13548, lr 0.000125, train loss = 13.947, depth loss = 3.833, time = 0.860
Epoch 14/30, Iter 10528/13548, lr 0.000125, train loss = 9.291, depth loss = 2.376, time = 0.860
Epoch 14/30, Iter 10578/13548, lr 0.000125, train loss = 12.899, depth loss = 3.333, time = 0.901
Epoch 14/30, Iter 10628/13548, lr 0.000125, train loss = 45.389, depth loss = 12.622, time = 0.854
Epoch 14/30, Iter 10678/13548, lr 0.000125, train loss = 32.185, depth loss = 8.954, time = 0.889
Epoch 14/30, Iter 10728/13548, lr 0.000125, train loss = 14.863, depth loss = 3.469, time = 0.808
Epoch 14/30, Iter 10778/13548, lr 0.000125, train loss = 14.054, depth loss = 2.797, time = 0.818
Epoch 14/30, Iter 10828/13548, lr 0.000125, train loss = 10.624, depth loss = 2.724, time = 0.907
Epoch 14/30, Iter 10878/13548, lr 0.000125, train loss = 7.106, depth loss = 1.717, time = 0.837
Epoch 14/30, Iter 10928/13548, lr 0.000125, train loss = 22.336, depth loss = 6.092, time = 0.848
Epoch 14/30, Iter 10978/13548, lr 0.000125, train loss = 25.316, depth loss = 6.107, time = 0.893
Epoch 14/30, Iter 11028/13548, lr 0.000125, train loss = 6.805, depth loss = 1.507, time = 0.856
Epoch 14/30, Iter 11078/13548, lr 0.000125, train loss = 5.896, depth loss = 1.366, time = 0.842
Epoch 14/30, Iter 11128/13548, lr 0.000125, train loss = 9.334, depth loss = 2.412, time = 0.895
Epoch 14/30, Iter 11178/13548, lr 0.000125, train loss = 3.862, depth loss = 0.880, time = 0.853
Epoch 14/30, Iter 11228/13548, lr 0.000125, train loss = 24.927, depth loss = 6.852, time = 0.905
Epoch 14/30, Iter 11278/13548, lr 0.000125, train loss = 15.350, depth loss = 4.129, time = 0.863
Epoch 14/30, Iter 11328/13548, lr 0.000125, train loss = 21.842, depth loss = 6.007, time = 0.851
Epoch 14/30, Iter 11378/13548, lr 0.000125, train loss = 16.095, depth loss = 4.171, time = 0.825
Epoch 14/30, Iter 11428/13548, lr 0.000125, train loss = 29.559, depth loss = 8.163, time = 0.837
Epoch 14/30, Iter 11478/13548, lr 0.000125, train loss = 6.813, depth loss = 1.726, time = 0.812
Epoch 14/30, Iter 11528/13548, lr 0.000125, train loss = 15.428, depth loss = 4.078, time = 0.835
Epoch 14/30, Iter 11578/13548, lr 0.000125, train loss = 5.100, depth loss = 1.063, time = 0.837
Epoch 14/30, Iter 11628/13548, lr 0.000125, train loss = 4.733, depth loss = 1.133, time = 0.878
Epoch 14/30, Iter 11678/13548, lr 0.000125, train loss = 5.273, depth loss = 1.307, time = 0.879
Epoch 14/30, Iter 11728/13548, lr 0.000125, train loss = 21.404, depth loss = 5.584, time = 0.826
Epoch 14/30, Iter 11778/13548, lr 0.000125, train loss = 8.484, depth loss = 2.068, time = 0.875
Epoch 14/30, Iter 11828/13548, lr 0.000125, train loss = 4.676, depth loss = 1.130, time = 0.841
Epoch 14/30, Iter 11878/13548, lr 0.000125, train loss = 28.371, depth loss = 7.709, time = 0.891
Epoch 14/30, Iter 11928/13548, lr 0.000125, train loss = 48.767, depth loss = 13.670, time = 0.863
Epoch 14/30, Iter 11978/13548, lr 0.000125, train loss = 40.401, depth loss = 10.624, time = 0.872
Epoch 14/30, Iter 12028/13548, lr 0.000125, train loss = 5.201, depth loss = 1.273, time = 0.877
Epoch 14/30, Iter 12078/13548, lr 0.000125, train loss = 54.745, depth loss = 13.254, time = 0.869
Epoch 14/30, Iter 12128/13548, lr 0.000125, train loss = 6.597, depth loss = 1.514, time = 0.865
Epoch 14/30, Iter 12178/13548, lr 0.000125, train loss = 9.388, depth loss = 2.501, time = 0.864
Epoch 14/30, Iter 12228/13548, lr 0.000125, train loss = 14.246, depth loss = 3.887, time = 0.863
Epoch 14/30, Iter 12278/13548, lr 0.000125, train loss = 8.362, depth loss = 2.156, time = 0.886
Epoch 14/30, Iter 12328/13548, lr 0.000125, train loss = 14.304, depth loss = 3.873, time = 0.895
Epoch 14/30, Iter 12378/13548, lr 0.000125, train loss = 5.155, depth loss = 1.214, time = 0.859
Epoch 14/30, Iter 12428/13548, lr 0.000125, train loss = 6.396, depth loss = 1.629, time = 0.850
Epoch 14/30, Iter 12478/13548, lr 0.000125, train loss = 22.815, depth loss = 5.809, time = 0.902
Epoch 14/30, Iter 12528/13548, lr 0.000125, train loss = 19.138, depth loss = 4.907, time = 0.776
Epoch 14/30, Iter 12578/13548, lr 0.000125, train loss = 21.201, depth loss = 5.046, time = 0.874
Epoch 14/30, Iter 12628/13548, lr 0.000125, train loss = 26.699, depth loss = 7.310, time = 0.891
Epoch 14/30, Iter 12678/13548, lr 0.000125, train loss = 8.773, depth loss = 2.306, time = 0.855
Epoch 14/30, Iter 12728/13548, lr 0.000125, train loss = 19.673, depth loss = 4.901, time = 0.867
Epoch 14/30, Iter 12778/13548, lr 0.000125, train loss = 11.535, depth loss = 3.067, time = 0.908
Epoch 14/30, Iter 12828/13548, lr 0.000125, train loss = 14.798, depth loss = 3.978, time = 0.899
Epoch 14/30, Iter 12878/13548, lr 0.000125, train loss = 8.314, depth loss = 2.157, time = 0.918
Epoch 14/30, Iter 12928/13548, lr 0.000125, train loss = 29.239, depth loss = 8.006, time = 0.849
Epoch 14/30, Iter 12978/13548, lr 0.000125, train loss = 29.270, depth loss = 6.782, time = 0.855
Epoch 14/30, Iter 13028/13548, lr 0.000125, train loss = 23.352, depth loss = 5.809, time = 0.815
Epoch 14/30, Iter 13078/13548, lr 0.000125, train loss = 25.484, depth loss = 6.193, time = 0.863
Epoch 14/30, Iter 13128/13548, lr 0.000125, train loss = 26.624, depth loss = 6.464, time = 0.879
Epoch 14/30, Iter 13178/13548, lr 0.000125, train loss = 33.956, depth loss = 8.418, time = 0.870
Epoch 14/30, Iter 13228/13548, lr 0.000125, train loss = 14.358, depth loss = 3.893, time = 0.806
Epoch 14/30, Iter 13278/13548, lr 0.000125, train loss = 4.857, depth loss = 1.056, time = 0.866
Epoch 14/30, Iter 13328/13548, lr 0.000125, train loss = 3.618, depth loss = 0.848, time = 0.858
Epoch 14/30, Iter 13378/13548, lr 0.000125, train loss = 4.249, depth loss = 0.939, time = 0.858
Epoch 14/30, Iter 13428/13548, lr 0.000125, train loss = 95.610, depth loss = 26.694, time = 0.908
Epoch 14/30, Iter 13478/13548, lr 0.000125, train loss = 22.322, depth loss = 5.677, time = 0.890
Epoch 14/30, Iter 13528/13548, lr 0.000125, train loss = 7.425, depth loss = 1.898, time = 0.883
Epoch 15:
Epoch 15/30, Iter 30/13548, lr 0.000125, train loss = 9.966, depth loss = 2.670, time = 0.869
Epoch 15/30, Iter 80/13548, lr 0.000125, train loss = 101.988, depth loss = 28.926, time = 0.890
Epoch 15/30, Iter 130/13548, lr 0.000125, train loss = 7.675, depth loss = 1.988, time = 0.852
Epoch 15/30, Iter 180/13548, lr 0.000125, train loss = 10.549, depth loss = 2.751, time = 0.876
Epoch 15/30, Iter 230/13548, lr 0.000125, train loss = 17.507, depth loss = 4.751, time = 0.885
Epoch 15/30, Iter 280/13548, lr 0.000125, train loss = 18.720, depth loss = 4.475, time = 0.823
Epoch 15/30, Iter 330/13548, lr 0.000125, train loss = 3.560, depth loss = 0.766, time = 0.885
Epoch 15/30, Iter 380/13548, lr 0.000125, train loss = 5.703, depth loss = 1.447, time = 0.879
Epoch 15/30, Iter 430/13548, lr 0.000125, train loss = 30.659, depth loss = 8.388, time = 0.896
Epoch 15/30, Iter 480/13548, lr 0.000125, train loss = 10.578, depth loss = 2.840, time = 0.844
Epoch 15/30, Iter 530/13548, lr 0.000125, train loss = 11.683, depth loss = 3.015, time = 0.929
Epoch 15/30, Iter 580/13548, lr 0.000125, train loss = 19.740, depth loss = 4.796, time = 0.865
Epoch 15/30, Iter 630/13548, lr 0.000125, train loss = 7.197, depth loss = 1.841, time = 0.861
Epoch 15/30, Iter 680/13548, lr 0.000125, train loss = 16.895, depth loss = 4.354, time = 0.876
Epoch 15/30, Iter 730/13548, lr 0.000125, train loss = 9.915, depth loss = 2.196, time = 0.874
Epoch 15/30, Iter 780/13548, lr 0.000125, train loss = 9.176, depth loss = 2.506, time = 0.852
Epoch 15/30, Iter 830/13548, lr 0.000125, train loss = 22.003, depth loss = 5.658, time = 0.818
Epoch 15/30, Iter 880/13548, lr 0.000125, train loss = 25.479, depth loss = 6.653, time = 0.885
Epoch 15/30, Iter 930/13548, lr 0.000125, train loss = 14.149, depth loss = 3.443, time = 0.911
Epoch 15/30, Iter 980/13548, lr 0.000125, train loss = 16.767, depth loss = 3.667, time = 0.813
Epoch 15/30, Iter 1030/13548, lr 0.000125, train loss = 10.216, depth loss = 2.653, time = 0.844
Epoch 15/30, Iter 1080/13548, lr 0.000125, train loss = 7.496, depth loss = 1.899, time = 0.883
Epoch 15/30, Iter 1130/13548, lr 0.000125, train loss = 5.545, depth loss = 1.338, time = 0.888
Epoch 15/30, Iter 1180/13548, lr 0.000125, train loss = 35.444, depth loss = 9.821, time = 0.899
Epoch 15/30, Iter 1230/13548, lr 0.000125, train loss = 18.502, depth loss = 4.823, time = 0.921
Epoch 15/30, Iter 1280/13548, lr 0.000125, train loss = 23.451, depth loss = 5.913, time = 0.831
Epoch 15/30, Iter 1330/13548, lr 0.000125, train loss = 8.567, depth loss = 2.026, time = 0.864
Epoch 15/30, Iter 1380/13548, lr 0.000125, train loss = 3.579, depth loss = 0.812, time = 0.847
Epoch 15/30, Iter 1430/13548, lr 0.000125, train loss = 18.609, depth loss = 4.427, time = 0.831
Epoch 15/30, Iter 1480/13548, lr 0.000125, train loss = 4.204, depth loss = 1.074, time = 0.840
Epoch 15/30, Iter 1530/13548, lr 0.000125, train loss = 19.552, depth loss = 4.867, time = 0.876
Epoch 15/30, Iter 1580/13548, lr 0.000125, train loss = 40.837, depth loss = 10.325, time = 0.907
Epoch 15/30, Iter 1630/13548, lr 0.000125, train loss = 8.318, depth loss = 1.891, time = 0.784
Epoch 15/30, Iter 1680/13548, lr 0.000125, train loss = 24.348, depth loss = 6.690, time = 0.887
Epoch 15/30, Iter 1730/13548, lr 0.000125, train loss = 22.146, depth loss = 5.534, time = 0.907
Epoch 15/30, Iter 1780/13548, lr 0.000125, train loss = 37.409, depth loss = 9.750, time = 0.887
Epoch 15/30, Iter 1830/13548, lr 0.000125, train loss = 22.651, depth loss = 5.460, time = 0.874
Epoch 15/30, Iter 1880/13548, lr 0.000125, train loss = 30.925, depth loss = 8.144, time = 0.804
Epoch 15/30, Iter 1930/13548, lr 0.000125, train loss = 13.248, depth loss = 3.496, time = 0.878
Epoch 15/30, Iter 1980/13548, lr 0.000125, train loss = 18.512, depth loss = 4.975, time = 0.834
Epoch 15/30, Iter 2030/13548, lr 0.000125, train loss = 7.315, depth loss = 1.861, time = 0.834
Epoch 15/30, Iter 2080/13548, lr 0.000125, train loss = 46.188, depth loss = 12.707, time = 0.863
Epoch 15/30, Iter 2130/13548, lr 0.000125, train loss = 19.231, depth loss = 5.255, time = 0.818
Epoch 15/30, Iter 2180/13548, lr 0.000125, train loss = 7.468, depth loss = 1.947, time = 0.881
Epoch 15/30, Iter 2230/13548, lr 0.000125, train loss = 17.224, depth loss = 4.541, time = 0.846
Epoch 15/30, Iter 2280/13548, lr 0.000125, train loss = 48.038, depth loss = 13.364, time = 0.866
Epoch 15/30, Iter 2330/13548, lr 0.000125, train loss = 22.160, depth loss = 6.066, time = 0.891
Epoch 15/30, Iter 2380/13548, lr 0.000125, train loss = 24.169, depth loss = 5.532, time = 0.801
Epoch 15/30, Iter 2430/13548, lr 0.000125, train loss = 6.070, depth loss = 1.487, time = 0.886
Epoch 15/30, Iter 2480/13548, lr 0.000125, train loss = 21.005, depth loss = 5.722, time = 0.891
Epoch 15/30, Iter 2530/13548, lr 0.000125, train loss = 21.395, depth loss = 5.914, time = 0.894
Epoch 15/30, Iter 2580/13548, lr 0.000125, train loss = 9.343, depth loss = 2.388, time = 0.839
Epoch 15/30, Iter 2630/13548, lr 0.000125, train loss = 7.394, depth loss = 1.832, time = 0.863
Epoch 15/30, Iter 2680/13548, lr 0.000125, train loss = 6.774, depth loss = 1.670, time = 0.822
Epoch 15/30, Iter 2730/13548, lr 0.000125, train loss = 7.386, depth loss = 1.953, time = 0.883
Epoch 15/30, Iter 2780/13548, lr 0.000125, train loss = 22.096, depth loss = 5.766, time = 0.839
Epoch 15/30, Iter 2830/13548, lr 0.000125, train loss = 15.235, depth loss = 3.695, time = 0.898
Epoch 15/30, Iter 2880/13548, lr 0.000125, train loss = 8.730, depth loss = 2.220, time = 0.842
Epoch 15/30, Iter 2930/13548, lr 0.000125, train loss = 42.719, depth loss = 11.892, time = 0.857
Epoch 15/30, Iter 2980/13548, lr 0.000125, train loss = 31.299, depth loss = 8.040, time = 0.884
Epoch 15/30, Iter 3030/13548, lr 0.000125, train loss = 4.417, depth loss = 1.051, time = 0.869
Epoch 15/30, Iter 3080/13548, lr 0.000125, train loss = 27.743, depth loss = 7.741, time = 0.895
Epoch 15/30, Iter 3130/13548, lr 0.000125, train loss = 12.170, depth loss = 3.235, time = 0.858
Epoch 15/30, Iter 3180/13548, lr 0.000125, train loss = 12.837, depth loss = 3.441, time = 0.851
Epoch 15/30, Iter 3230/13548, lr 0.000125, train loss = 7.856, depth loss = 2.062, time = 0.891
Epoch 15/30, Iter 3280/13548, lr 0.000125, train loss = 6.016, depth loss = 1.555, time = 0.871
Epoch 15/30, Iter 3330/13548, lr 0.000125, train loss = 5.830, depth loss = 1.449, time = 0.852
Epoch 15/30, Iter 3380/13548, lr 0.000125, train loss = 3.402, depth loss = 0.786, time = 0.837
Epoch 15/30, Iter 3430/13548, lr 0.000125, train loss = 13.620, depth loss = 3.721, time = 0.878
Epoch 15/30, Iter 3480/13548, lr 0.000125, train loss = 8.758, depth loss = 2.306, time = 0.839
Epoch 15/30, Iter 3530/13548, lr 0.000125, train loss = 5.481, depth loss = 1.395, time = 0.804
Epoch 15/30, Iter 3580/13548, lr 0.000125, train loss = 59.796, depth loss = 16.130, time = 0.886
Epoch 15/30, Iter 3630/13548, lr 0.000125, train loss = 16.595, depth loss = 4.478, time = 0.869
Epoch 15/30, Iter 3680/13548, lr 0.000125, train loss = 9.636, depth loss = 2.574, time = 0.840
Epoch 15/30, Iter 3730/13548, lr 0.000125, train loss = 21.649, depth loss = 5.187, time = 0.881
Epoch 15/30, Iter 3780/13548, lr 0.000125, train loss = 7.569, depth loss = 1.770, time = 0.874
Epoch 15/30, Iter 3830/13548, lr 0.000125, train loss = 36.683, depth loss = 9.572, time = 0.873
Epoch 15/30, Iter 3880/13548, lr 0.000125, train loss = 10.530, depth loss = 2.825, time = 0.883
Epoch 15/30, Iter 3930/13548, lr 0.000125, train loss = 25.201, depth loss = 6.671, time = 0.801
Epoch 15/30, Iter 3980/13548, lr 0.000125, train loss = 12.612, depth loss = 3.436, time = 0.815
Epoch 15/30, Iter 4030/13548, lr 0.000125, train loss = 13.273, depth loss = 3.299, time = 0.847
Epoch 15/30, Iter 4080/13548, lr 0.000125, train loss = 8.373, depth loss = 2.201, time = 0.862
Epoch 15/30, Iter 4130/13548, lr 0.000125, train loss = 7.411, depth loss = 1.879, time = 0.889
Epoch 15/30, Iter 4180/13548, lr 0.000125, train loss = 4.243, depth loss = 1.007, time = 0.812
Epoch 15/30, Iter 4230/13548, lr 0.000125, train loss = 5.252, depth loss = 1.306, time = 0.878
Epoch 15/30, Iter 4280/13548, lr 0.000125, train loss = 10.061, depth loss = 2.673, time = 0.866
Epoch 15/30, Iter 4330/13548, lr 0.000125, train loss = 4.418, depth loss = 1.084, time = 0.863
Epoch 15/30, Iter 4380/13548, lr 0.000125, train loss = 7.437, depth loss = 1.896, time = 0.825
Epoch 15/30, Iter 4430/13548, lr 0.000125, train loss = 33.476, depth loss = 9.332, time = 0.823
Epoch 15/30, Iter 4480/13548, lr 0.000125, train loss = 20.408, depth loss = 5.555, time = 0.911
Epoch 15/30, Iter 4530/13548, lr 0.000125, train loss = 10.143, depth loss = 2.713, time = 0.844
Epoch 15/30, Iter 4580/13548, lr 0.000125, train loss = 11.058, depth loss = 2.974, time = 0.825
